generation,average_score,average_distance,max_score,max_distance,min_score,min_distance
270,82.15293,51.042934,1051.7893,683.78937,31.293892,0.22022915
280,167.6884,127.158424,645.0,443.0,113.047356,59.047356
290,324.2954,281.09537,932.10706,708.83673,0.0,0.0
300,148.35164,133.68163,364.42758,315.31735,79.48269,79.48269
310,91.26056,74.62049,503.5614,301.5614,32.78043,14.139428
320,155.41942,120.269356,365.32828,312.18356,64.75101,10.751003
330,198.18835,147.23814,700.87946,700.87946,142.56119,8.171369
340,590.97424,554.69415,748.7938,694.7938,0.0,0.0
350,341.6961,336.7761,823.32837,823.32837,112.98471,112.98471
360,237.35106,185.28107,367.32156,313.32156,0.0,0.0
370,287.91693,285.88693,363.2045,303.78836,109.93097,78.2097
380,298.92245,292.9225,764.2919,430.29187,212.19478,212.19478
390,546.77466,435.41458,1704.5321,1104.5321,215.62437,215.62437
400,252.60245,216.15244,355.43777,301.43777,32.78043,32.78043
410,341.4481,255.91812,1232.3289,702.32886,113.06278,93.06278
420,262.03952,201.45981,360.54178,340.54178,70.391235,70.391235
430,165.4829,159.7629,1343.7648,1125.7648,80.362305,80.362305
440,377.7752,274.01538,1333.0,1131.0,163.25063,161.4355
450,244.20598,163.06577,369.32846,318.71088,48.348824,48.348824
460,167.87439,160.3644,445.14752,425.14752,68.518555,47.675507
470,331.75406,326.944,740.249,731.0,136.88765,136.88765
480,229.2232,229.02321,296.9325,296.9325,223.84991,219.05667
490,293.8219,281.42194,572.7317,386.73172,53.00885,53.00885
500,322.76978,262.3596,440.3963,420.3963,79.20233,79.20233
510,230.35321,223.52318,444.57993,306.63574,54.646164,54.646164
520,289.40518,266.29523,565.25946,393.25946,276.30707,217.8163
530,289.61438,274.6244,413.0,310.6497,37.78156,37.78156
540,427.16586,224.00627,1072.6377,671.1397,55.558575,52.02326
550,269.35718,147.52704,1065.2456,569.24567,68.47624,68.47624
560,231.40167,229.92166,608.00586,406.00583,189.9596,163.53737
570,118.911026,80.96094,474.4646,400.4646,54.0,0.0
580,485.6631,329.41397,971.24567,873.24567,88.5582,32.78043
590,445.00864,372.91855,1034.6865,791.72186,109.4155,35.415497
600,315.44492,269.43503,412.5443,315.9159,102.31233,47.504593
610,239.41275,236.75273,343.2948,293.45206,19.85587,19.85587
620,310.10776,307.41776,786.3442,712.3442,164.73189,124.73189
630,523.5129,388.07278,660.05347,660.05347,80.68652,6.6865206
640,269.79364,220.77385,595.20654,403.9575,34.718674,0.71181107
650,195.71896,125.4089,543.452,307.452,143.19827,32.986626
660,242.60092,241.69093,278.65305,278.65305,98.88605,44.886047
670,217.91594,160.22623,409.1921,281.1921,27.139725,27.139725
680,150.81085,148.86086,844.6558,790.6558,10.751003,10.751003
690,274.78165,205.6619,372.96338,298.96338,34.768024,34.768024
700,286.7185,204.46819,1076.3019,816.3019,189.21777,40.841377
710,682.6621,597.00226,786.3488,692.3488,134.6355,132.01828
720,254.49959,234.15955,758.7776,664.7776,179.17506,159.17506
730,544.7605,330.0504,707.25946,393.25946,157.99869,86.56975
740,370.83548,352.13565,714.59485,420.59485,186.95479,186.95479
750,459.25043,349.15985,541.249,393.249,32.78043,32.78043
760,308.69223,266.20233,386.11945,313.28467,72.18944,72.18944
770,439.93698,382.99722,903.93365,849.93365,201.6377,201.6377
780,192.4857,177.62578,517.64856,389.64856,33.496876,33.496876
790,354.41306,215.59264,448.7295,304.22458,43.056927,43.056927
800,349.0904,333.91046,812.89966,718.89966,184.80482,110.804825
810,260.07104,230.42113,1474.8,1106.8,106.412186,28.412186
820,321.1272,281.97714,340.7682,286.7682,197.90353,143.90353
830,357.99176,324.5217,457.52765,417.52765,28.881874,8.881873
840,651.84186,550.22217,838.8007,690.8007,216.91109,209.99097
850,195.10223,159.44223,821.0069,693.0069,24.45433,24.45433
860,295.8433,237.34303,474.66574,301.55804,82.40091,82.40091
870,389.53854,299.58868,417.9368,315.93356,204.10945,203.61145
880,154.56552,136.10559,1013.56836,787.56836,55.2,1.2
890,221.61717,208.51715,232.34297,217.52068,132.51973,132.51973
900,260.46332,245.46324,378.6283,305.82907,104.34899,104.34899
910,646.4412,558.90125,835.3283,707.3283,122.88833,68.88833
920,310.8056,283.3356,996.6512,682.6512,214.59526,172.40668
930,207.24629,169.49625,388.2828,283.34616,152.25131,98.25131
940,270.97742,243.46754,862.7379,690.55115,250.35706,57.960125
950,298.7592,282.84915,397.20026,293.90295,213.87856,139.87856
960,509.44223,448.32224,1034.9292,846.95807,127.06201,107.06201
970,279.82706,260.33716,968.751,683.1878,47.067833,27.067833
980,430.9577,358.0372,502.3091,408.3091,32.78043,32.78043
990,360.59915,359.02914,1015.9432,863.9432,170.22995,170.22995
1000,260.83655,233.73648,790.42114,406.42117,89.54648,36.844494
1010,238.551,235.96103,660.0409,384.04092,102.882065,102.882065
1020,213.05362,140.46356,445.02557,280.90976,87.57239,71.845764
1030,333.93848,263.82843,1043.0256,787.0257,49.98569,29.985691
1040,300.66626,295.16626,411.99222,391.99222,255.38745,255.38745
1050,486.84836,401.76828,558.7816,436.31348,291.84137,291.84137
1060,515.6117,329.7007,988.811,822.811,127.6941,64.39862
1070,273.14896,273.04895,291.84137,291.84137,98.56053,98.56053
1080,162.9101,156.55008,809.14417,711.14417,60.818974,11.725136
1090,401.8391,384.66907,854.9754,712.0991,272.82626,272.82626
1100,292.93292,289.42288,899.6227,693.6227,270.8984,270.8984
1110,339.54968,283.05963,370.12787,302.28253,46.17138,46.17138
1120,142.70793,132.12788,548.3963,420.3963,30.09037,19.85587
1130,336.89124,303.67117,1200.6865,827.1934,86.77922,75.172165
1140,231.97337,214.83336,1109.9897,829.98975,209.78922,189.78922
1150,419.00433,361.83426,1012.26184,698.26184,192.19781,162.19626
1160,225.64455,115.97423,310.11258,310.11258,100.20464,3.4680002
1170,260.3926,232.69264,412.91974,304.91974,54.0,0.0
1180,88.72589,81.745895,953.4608,419.11652,6.210676,6.210676
1190,381.91345,327.2432,1023.7419,813.01385,102.88191,102.88191
1200,278.21982,277.57983,383.83176,309.83176,15.568393,15.568393
1210,351.9152,269.39523,585.55115,308.16403,40.43378,40.43378
1220,391.3708,293.2814,1206.5299,838.5299,163.32736,89.32737
1230,176.51944,102.88947,1412.9395,864.9394,0.0,0.0
1240,327.86786,285.78784,1064.1904,804.1905,121.8913,121.8913
1250,528.1002,383.9495,651.4656,403.9575,212.364,194.7129
1260,215.42702,197.47693,476.64093,402.64093,22.943441,22.943441
1270,217.863,199.94301,367.4792,293.4792,24.13938,23.671722
1280,126.06324,79.37331,456.80182,309.46765,64.92645,55.728996
1290,194.7207,177.83078,754.3268,680.3268,147.62482,147.62482
1300,226.44504,199.99516,1172.7388,676.73883,65.79585,57.33002
1310,589.3166,534.4666,749.9387,675.9387,54.661255,54.661255
1320,283.402,282.022,384.2736,310.2736,274.40555,274.40555
1330,181.9565,157.56651,442.02985,299.66086,3.4680002,3.4680002
1340,375.6122,287.2922,407.46204,314.84976,283.55872,279.46204
1350,390.29333,270.41293,722.20374,408.2037,86.9382,86.9382
1360,158.80766,111.257805,911.7303,837.7303,74.20372,20.203722
1370,274.5489,273.7089,469.73822,395.73822,258.16122,258.16122
1380,343.65512,283.82516,806.2333,384.23325,114.0157,114.0157
1390,263.3443,217.26425,1156.249,896.249,149.517,6.6865206
1400,803.77893,571.30963,1040.02,731.0,250.37323,110.88979
1410,292.12997,200.04002,352.0032,308.05814,0.0,0.0
1420,181.41833,138.89821,361.11267,305.84976,88.873344,66.909325
1430,210.25043,209.71043,291.22327,291.22327,0.0,0.0
1440,466.1437,219.84447,1078.2725,812.8896,159.88899,0.0
1450,225.22563,218.44559,695.41064,315.03122,89.74118,82.50352
1460,208.76038,130.88026,302.43433,302.43433,138.21762,43.862095
1470,278.81982,276.8698,394.82358,284.75436,0.0,0.0
1480,210.67328,209.1233,498.2815,316.2815,153.55742,153.55742
1490,235.81256,234.36256,381.67273,307.67273,19.85587,15.568393
1500,168.9209,141.5109,971.43164,715.43164,41.299004,41.299004
1510,266.75635,265.71634,368.1023,315.1096,251.66644,251.66644
1520,264.61734,261.34735,420.49765,314.0759,115.817856,115.817856
1530,377.6691,345.24915,1398.1646,1126.1646,204.08102,204.08102
1540,391.33878,368.78867,908.187,398.98517,289.634,281.88922
1550,362.5079,329.31793,1409.0527,1115.0527,163.88264,143.88264
1560,310.15665,182.06676,788.67285,420.67285,10.751003,10.751003
1570,75.27998,71.26999,826.5148,718.5148,0.0,0.0
1580,388.94495,343.7949,892.59937,697.24567,193.14949,173.14949
1590,340.23022,318.66025,1388.2,1132.2,213.46239,196.3901
1600,239.79918,226.46925,420.91083,312.91083,66.68153,61.840145
1610,376.7684,291.6684,916.7963,710.7963,55.568394,15.568393
1620,207.91183,205.75183,807.8278,686.89136,135.15123,57.151234
1630,314.46448,295.6945,631.73413,392.65442,245.89659,97.52821
1640,489.94003,416.92004,1012.0,772.0,239.21849,141.21849
1650,91.522125,90.95214,390.36902,390.36902,15.568393,15.568393
1660,113.922424,109.27243,577.5429,405.5429,75.817116,75.817116
1670,271.99722,256.79727,1302.2491,1120.2491,73.83045,53.830452
1680,841.8585,574.58905,1065.8298,697.82983,230.66512,159.23445
1690,131.07661,126.04664,478.25742,313.40707,40.841377,40.841377
1700,249.73965,242.72964,424.8164,315.92795,167.48405,167.48405
1710,84.33427,70.63427,733.00464,679.00464,0.0,0.0
1720,81.89987,81.52988,381.62482,310.58557,35.55169,35.55169
1730,314.2476,296.19757,797.15216,669.15216,94.30094,94.30094
1740,297.78387,246.48387,525.6655,417.6655,92.57652,92.57652
1750,278.3512,231.03116,1173.3541,893.2072,89.905914,39.725464
1760,424.1348,336.51462,1098.2216,892.22156,241.21709,187.21709
1770,233.98006,229.74008,337.26047,303.9045,116.23084,116.23084
1780,143.19092,141.84091,429.01013,429.01013,30.28655,30.28655
1790,282.41827,281.6483,322.70825,303.1839,37.14908,17.149078
1800,382.79828,303.8382,1446.2,1132.2,106.375595,106.375595
1810,359.90524,291.28528,862.91864,788.91864,227.77643,227.77643
1820,216.90732,215.25732,359.19864,285.19864,80.82436,80.82436
1830,386.16452,362.04474,1096.1655,860.1656,149.13675,149.13675
1840,656.43054,563.3505,808.16077,710.16077,132.4071,132.4071
1850,330.39496,228.45523,567.0982,385.24786,141.75436,33.754356
1860,482.9294,366.01953,1102.9171,792.9171,48.927746,28.927746
1870,468.85068,366.06128,1838.3821,1410.3821,240.20412,144.75102
1880,206.12207,152.47206,374.2926,308.85565,187.9812,113.98121
1890,165.1277,144.75772,598.7544,314.70102,23.671722,23.671722
1900,252.54793,250.99792,381.21198,315.75424,27.139725,11.186089
1910,231.01424,176.42377,1353.8951,1131.8951,16.38229,16.38229
1920,317.35376,312.55377,319.68634,319.68634,267.98566,247.98567
1930,387.81616,386.43613,730.30585,721.0727,15.568393,15.568393
1940,285.1457,202.10573,364.9176,320.60986,116.10757,70.330864
1950,130.16583,88.055885,209.79169,209.58041,6.6865206,6.6865206
1960,266.6242,193.46431,1393.225,1133.225,55.429977,55.429977
1970,212.48222,190.18227,436.5135,320.47025,26.818346,26.818346
1980,225.09473,224.08473,387.30682,303.01593,0.0,0.0
1990,441.3926,343.45285,846.0,772.0,277.8183,233.588
2000,715.03595,598.8156,1287.9181,1121.9181,197.76047,176.04094
2010,319.24557,316.21558,1006.9562,844.9562,308.75168,271.39185
2020,193.1599,193.1599,234.26428,234.26428,32.78043,32.78043
2030,395.4533,342.31363,706.4415,706.4415,175.33533,175.33533
2040,268.4008,267.5608,353.1664,307.87982,260.4349,260.4349
2050,310.61047,309.57047,354.18842,320.83987,280.18842,260.18842
2060,312.96466,236.25441,379.19995,298.40356,240.78961,192.47397
2070,313.0741,249.59415,414.84473,306.6107,6.385859,6.385859
2080,291.05096,291.05096,306.78363,306.78363,96.182076,96.182076
2090,242.6074,218.36934,671.0763,377.07632,121.24809,47.24809
2100,83.97671,63.87668,405.5429,405.5429,27.25165,27.25165
2110,298.01797,292.27795,860.92096,712.92096,39.201786,39.201786
2120,226.11517,223.14517,448.20374,280.11276,10.751003,10.751003
2130,311.04367,283.59372,738.5033,684.5033,60.68652,6.6865206
2140,124.26511,122.0751,556.19763,374.19766,85.46157,85.46157
2150,294.85532,294.1153,365.65234,311.65234,107.75436,33.754356
2160,273.0285,270.3685,550.9385,348.93845,87.761314,87.761314
2170,214.8072,132.41707,590.79626,422.7963,127.55474,32.78043
2180,345.51727,303.96725,831.9322,703.9322,15.568393,0.46635818
2190,228.65033,168.95033,337.10034,305.94928,109.0527,109.0527
2200,160.37082,118.270325,467.19336,304.16132,129.07324,75.073235
2210,267.9206,257.10056,1326.7332,850.7332,122.15342,122.15342
2220,273.81497,271.59497,521.25946,393.25946,89.56839,15.568393
2230,771.489,699.5094,957.1769,863.1769,96.930244,96.930244
2240,267.72412,258.35413,590.0735,315.91232,122.92138,122.92138
2250,352.4264,327.7766,1107.7131,849.1523,261.751,177.76666
2260,624.17096,569.7808,760.35785,706.35785,238.02336,238.02336
2270,300.18845,278.8085,616.8602,376.86026,0.0,0.0
2280,244.81334,241.10333,473.26636,311.26636,111.519905,98.51651
2290,167.20454,150.56453,758.0,644.0,48.919323,48.919323
2300,333.9309,314.5209,1028.004,711.14417,291.84137,291.84137
2310,261.09747,260.32745,387.37396,317.9121,182.54114,162.54114
2320,416.42148,258.11172,899.24567,702.95917,24.532131,24.532131
2330,203.45926,169.53925,966.5476,715.98114,120.37485,120.37485
2340,215.07051,214.0605,286.71198,286.71198,31.485596,31.485596
2350,304.68384,243.36371,993.0091,865.0091,53.754356,33.754356
2360,258.0844,256.53442,373.13068,319.13068,157.19852,157.19852
2370,398.8449,296.01456,451.7795,305.51346,10.489759,10.489759
2380,343.69745,249.41742,526.30475,432.30475,231.99628,231.99628
2390,173.91415,159.38416,848.79736,700.79736,0.0,0.0
2400,571.79297,291.82193,825.0,731.0,0.0,0.0
2410,138.55478,136.60478,793.03046,699.03046,47.75874,47.75874
2420,874.65826,617.42694,1051.0559,717.05585,69.66526,69.66526
2430,678.8445,621.76434,790.5438,716.5438,180.2706,180.2706
2440,245.67508,243.48508,981.24567,905.8,73.89782,73.89782
2450,403.20023,352.07013,512.7406,417.983,46.54077,46.54077
2460,340.6922,227.17232,1260.4924,877.81616,181.69247,0.0
2470,312.06332,278.77335,423.4813,315.4813,109.56839,15.568393
2480,312.43582,308.83582,700.97565,700.97565,227.64784,227.64784
2490,347.11148,281.1113,384.2227,290.2227,256.5925,256.5925
2500,186.8548,164.87488,595.0,443.0,145.00412,112.57583
2510,464.51855,401.14886,1061.6204,855.9224,294.54874,254.468
2520,187.65143,173.55142,649.0,443.0,0.0,0.0
2530,544.23035,380.26038,637.19495,411.19498,196.27151,196.27151
2540,332.1074,310.88745,1070.1155,830.11554,163.8829,110.46532
2550,123.67734,108.63732,440.41696,313.6988,49.091583,29.091581
2560,404.06064,300.2203,1356.0,772.0,248.56932,87.15507
2570,286.34998,262.04993,795.93365,721.93365,102.216286,55.030453
2580,234.30893,233.16893,318.94608,318.94608,198.07059,147.73575
2590,291.2969,286.7269,1552.2985,1130.2985,136.93106,53.12732
2600,347.44293,340.4928,945.99286,705.99286,257.68652,122.71729
2610,400.2863,343.62607,1116.6759,876.71643,146.09268,85.01418
2620,236.36731,160.47679,311.93765,311.93765,56.230453,56.230453
2630,186.5078,125.52795,391.67365,319.20462,146.73856,81.73097
2640,182.21022,88.3998,318.94608,318.94608,82.41876,6.6865206
2650,380.53015,336.7902,1066.5691,830.56915,250.36308,250.36308
2660,341.9734,247.5432,835.9322,715.43164,268.8559,134.8508
2670,302.74475,295.47473,1031.9818,718.667,167.27815,113.27815
2680,414.64984,372.55,1026.4583,827.01776,104.00205,104.00205
2690,240.27399,233.66399,340.6909,312.28195,107.03641,67.03641
2700,327.89078,258.31076,1041.0399,731.0,260.0,0.0
2710,325.35754,310.1275,863.0,731.0,199.14172,101.14173
2720,348.87558,228.01569,383.19135,315.07822,15.568393,6.6865206
2730,230.02562,211.27573,371.73218,297.73218,124.927376,104.927376
2740,242.76826,239.22826,942.3365,814.3365,206.201,206.201
2750,524.92615,444.3661,1444.4679,1134.4679,211.78955,143.48352
2760,207.64967,190.59976,339.11987,310.6988,114.77338,40.773376
2770,303.964,303.05402,409.93918,409.93918,10.751003,10.751003
2780,167.98885,123.168884,365.29987,281.47275,92.317856,31.07863
2790,256.3447,255.40471,309.45813,309.45813,197.85634,123.85634
2800,365.8015,327.31146,1023.9637,716.1583,105.8956,105.8956
2810,378.39206,333.61243,1087.9441,885.94415,181.98009,73.98009
2820,298.43515,247.64502,369.2406,295.2406,75.7232,75.7232
2830,399.7746,329.29425,1500.2,1133.2319,200.32492,155.33072
2840,321.23218,295.68222,1288.3135,900.3135,170.73703,135.99046
2850,170.36961,169.08963,344.62775,309.48648,64.44511,64.44511
2860,598.21606,566.8462,708.7208,668.7208,118.20514,118.20514
2870,291.93127,290.4213,392.45142,299.4316,137.46674,117.46674
2880,328.41504,288.8651,422.96432,313.62216,40.910744,40.910744
2890,107.47133,105.701324,518.536,420.53598,15.568393,15.568393
2900,202.83029,201.92029,339.0535,293.839,108.873344,88.873344
2910,225.5397,184.90967,1075.4526,781.4527,73.46531,73.46531
2920,298.79153,270.09155,427.4523,313.3321,20.0,0.0
2930,317.2373,304.4573,785.5977,702.4163,97.82009,97.82009
2940,328.9766,268.4668,584.453,337.65714,110.74056,64.486046
2950,377.79886,337.76895,859.828,711.828,103.60438,9.60438
2960,452.198,388.42773,1384.6864,1114.6864,176.25523,176.25523
2970,231.93892,217.19891,468.63052,320.63052,209.05092,189.05092
2980,179.3141,144.77412,800.3488,692.3488,82.474045,82.474045
2990,157.92085,127.730774,677.7335,388.11884,65.122215,15.568393
3000,175.20053,170.43057,377.45258,296.4585,133.27129,133.27129
3010,482.10056,316.99976,1143.9707,809.97064,103.12784,10.751003
3020,603.42194,357.14203,693.7352,379.73523,270.16397,270.16397
3030,151.55829,133.65836,429.20618,301.20618,29.616179,29.616179
3040,207.64587,206.80588,336.27744,301.976,103.22786,103.22786
3050,263.8735,261.99353,507.25946,393.25946,78.405655,78.405655
3060,426.16965,365.96918,478.99692,404.99692,98.56672,24.56672
3070,241.81404,238.41402,503.18918,321.18918,39.20176,39.20176
3080,241.53224,196.01225,501.5142,318.55704,18.176327,5.4778433
3090,292.94275,291.63278,873.1397,799.1397,228.31688,228.31688
3100,238.51611,199.11572,917.8734,723.91345,54.412815,54.412815
3110,234.09344,208.13344,1541.8684,1165.8684,118.93359,104.959274
3120,440.92337,286.22302,562.56116,390.2048,225.74454,112.875435
3130,401.14758,341.4575,1369.0,1131.0,173.64491,173.64491
3140,187.47684,133.367,716.1586,402.15863,16.27273,16.27273
3150,1002.823,871.78296,1317.0,1131.0,0.0,0.0
3160,514.3947,401.21484,1106.0,884.39636,38.64097,25.359331
3170,283.94928,283.2093,407.84714,296.92926,256.52087,256.52087
3180,167.63945,160.39943,741.468,687.27136,74.00528,74.00528
3190,215.87257,151.28284,1554.2,1132.2,52.220093,52.220093
3200,174.3194,173.5194,314.87952,314.87952,142.71756,128.9828
3210,327.22366,303.28366,615.2263,433.22632,280.60556,211.42159
3220,429.90442,317.85425,1007.60016,722.3677,134.20372,18.743973
3230,245.91818,214.63837,848.4556,731.0,127.26351,71.52208
3240,332.21973,252.36993,991.0,731.0,85.04149,0.0
3250,347.08163,246.54164,838.7707,690.7707,75.71521,60.247356
3260,240.06789,235.77791,500.74283,313.73547,113.05099,91.37224
3270,296.2813,279.51126,454.18518,400.18518,256.80072,256.80072
3280,344.61145,292.54138,889.60376,703.60376,78.0,0.0
3290,296.80276,292.59277,473.40106,314.04788,66.063805,66.063805
3300,213.0419,193.51192,800.50714,692.3488,32.78043,32.78043
3310,382.6984,374.51846,750.9657,696.9657,65.122215,57.960125
3320,309.64322,286.87323,529.87537,401.87537,105.1761,85.1761
3330,302.71677,259.0068,1662.2,1132.2,179.13972,27.139725
3340,98.29388,78.153755,671.35,415.35,32.78043,32.78043
3350,220.36717,174.79723,308.26428,234.26428,40.52452,40.52452
3360,246.63219,238.93217,995.6766,705.6766,72.95615,10.751003
3370,98.91455,94.37456,839.14417,711.14417,26.425945,26.425945
3380,305.72192,285.4819,339.19864,300.28775,300.28775,281.02936
3390,264.87903,235.39919,1065.8604,879.8603,48.348824,48.348824
3400,68.95143,66.681435,566.48425,425.9407,20.203722,6.6865206
3410,333.90997,288.5598,864.6512,715.75977,15.568393,15.568393
3420,361.35187,311.03217,989.1682,792.2037,173.27634,173.27634
3430,268.24875,262.07874,336.87793,278.54642,256.0828,256.0828
3440,518.3588,390.779,1471.2749,1137.2749,240.47542,48.348824
3450,191.32045,184.89044,508.53278,434.53278,18.279055,18.279055
3460,392.26907,343.21887,1084.4395,808.43945,273.64737,98.56829
3470,241.10866,234.38863,816.3677,722.3677,164.78099,164.78099
3480,283.26544,278.41544,1023.387,841.387,223.70703,223.70703
3490,298.02917,288.71918,946.1701,706.1701,129.2,1.2
3500,324.1978,286.3178,639.8852,433.8852,187.99289,187.99289
3510,271.30618,270.12616,384.50806,310.50806,144.01149,144.01149
3520,146.7992,140.69917,327.76468,315.05746,74.157715,64.44511
3530,343.2864,296.9264,960.7127,808.7127,218.21318,218.21318
3540,284.07605,282.46603,303.5537,284.75436,212.44394,192.44394
3550,335.33185,228.40184,449.88745,301.88745,11.829442,11.829442
3560,326.69556,274.28574,1348.3965,852.39655,139.08086,41.850857
3570,219.25223,148.7523,633.3488,378.36325,183.16472,89.16472
3580,440.68683,397.8771,451.91614,401.3319,293.8574,293.8574
3590,206.71231,165.5122,393.3358,282.44128,109.88267,106.45438
3600,362.85883,319.8186,1301.8566,1115.8566,83.46825,53.483677
3610,327.63724,280.90723,557.2456,409.24564,84.75101,10.751003
3620,355.7293,297.1692,917.1637,711.1637,116.65587,18.655869
3630,186.4912,170.20108,762.56055,708.56055,90.730896,90.730896
3640,262.8838,234.47368,1330.8708,907.0,0.0,0.0
3650,256.40518,256.40518,320.29593,320.29593,232.99005,232.99005
3660,295.33826,282.55826,395.62598,316.44452,66.35877,66.35877
3670,471.6092,358.15964,1029.0752,847.07526,278.23224,224.23222
3680,90.47998,90.47998,305.6482,305.6482,28.602875,28.602875
3690,306.33878,285.86877,583.0139,401.01392,135.21527,135.21527
3700,254.23451,177.50444,621.23047,383.77136,174.99675,81.73097
3710,296.74103,296.47104,303.92496,302.75867,169.27539,169.27539
3720,106.53338,81.16335,746.249,432.249,74.0,0.0
3730,421.00754,298.6279,546.3699,340.36984,74.00103,74.00103
3740,144.67859,124.768616,1259.0,1131.0,15.568393,15.568393
3750,326.3453,318.79535,976.6389,692.5433,140.56297,100.56297
3760,123.58751,123.0875,400.4028,380.4028,56.6817,56.6817
3770,169.45264,95.30273,878.3745,307.86908,120.44848,30.09037
3780,302.8203,297.69034,774.7341,666.7341,113.289795,97.5591
3790,207.59515,165.40492,1217.2456,873.24567,96.10757,32.78043
3800,402.42245,367.0925,859.2757,712.3442,153.45438,24.268204
3810,278.58798,245.21797,373.34882,299.34882,68.11987,14.119869
3820,322.1199,306.62994,1039.4316,891.43164,202.21805,148.21805
3830,455.09613,293.356,917.0,731.0,57.960125,23.671722
3840,202.03474,195.60472,488.69122,308.28958,0.0,0.0
3850,385.18707,295.6168,1496.9208,1128.9208,48.348824,0.0
3860,274.2097,253.51968,508.43884,414.43884,117.05693,43.056927
3870,376.7252,342.3952,1715.8354,1111.8354,33.754356,33.754356
3880,341.48938,238.52977,552.3994,439.53198,119.10453,16.579567
3890,267.65536,253.2154,1134.6941,874.69415,128.86078,128.86078
3900,320.71973,248.43959,572.92676,404.92673,211.97452,211.97452
3910,376.37347,261.33334,783.94415,709.94415,0.0,0.0
3920,426.8178,368.52814,459.5429,405.5429,113.047356,59.047356
3930,308.16336,273.20334,1082.6324,842.63245,107.1489,50.28731
3940,61.25697,57.446968,423.751,304.82663,48.348824,48.348824
3950,438.15598,326.9569,564.3632,416.36322,8.254082,8.254082
3960,304.29276,296.44278,960.8268,680.8268,205.07826,185.07826
3970,210.9185,209.1685,521.20654,393.2065,62.020145,62.020145
3980,237.89162,237.15163,746.569,672.569,218.36928,218.36928
3990,462.65375,362.85315,1623.6205,1221.6205,191.86353,104.11336
4000,49.86882,48.958813,426.91275,298.91275,37.07587,37.07587
4010,289.76202,288.38202,368.38498,314.38498,56.829395,56.829395
4020,790.97046,694.5005,959.4543,831.4543,66.35877,66.35877
4030,277.19824,263.0082,923.93365,849.93365,187.24069,187.24069
4040,442.00308,371.8029,492.28833,398.28833,12.553441,12.553441
4050,372.12155,288.24118,507.08685,375.43878,201.55482,127.554825
4060,310.13382,274.2937,1071.6903,885.6903,21.2,1.2
4070,285.94476,284.09476,523.8611,395.8611,261.751,261.751
4080,282.6223,265.37225,504.84387,430.84387,40.773376,40.773376
4090,284.4217,240.9418,404.5505,310.5505,27.067833,27.067833
4100,746.5553,623.4464,1216.1991,846.01697,140.02988,22.029867
4110,562.9813,274.9504,659.8414,291.84137,55.616814,1.6168118
4120,264.17917,248.57912,306.26685,306.26685,83.21228,83.21228
4130,340.59073,297.45065,610.2819,436.31348,99.440674,57.960125
4140,667.3272,548.0572,833.08545,671.08545,0.0,0.0
4150,465.48203,376.6223,1077.6703,817.6703,79.628395,79.628395
4160,134.30861,113.29855,393.3419,372.05475,68.34882,48.348824
4170,298.68018,281.02017,577.9397,429.93973,290.28046,276.27045
4180,252.43274,214.29274,793.674,719.674,135.34312,115.343124
4190,328.8016,294.94162,601.9731,304.27023,121.07757,27.139725
4200,290.01794,267.75787,445.5429,405.5429,46.031578,46.031578
4210,258.966,257.756,448.70462,374.70462,70.90123,70.90123
4220,411.4881,290.7076,783.1983,691.9344,134.53296,134.53296
4230,368.53644,361.87643,705.0482,705.0482,278.56036,236.89954
4240,273.76794,268.89798,318.8424,312.90735,141.2279,121.22791
4250,149.66241,118.902245,860.5692,719.35706,10.751003,10.751003
4260,394.49042,343.89062,1411.0,1131.0,119.331505,109.226814
4270,380.90707,288.99728,1103.7026,897.7026,160.21465,86.214645
4280,361.30133,304.07156,872.0084,818.0084,70.979965,15.568393
4290,306.6115,283.35147,1028.0,772.0,16.494535,16.494535
4300,1129.0386,582.5386,1626.6377,1107.3894,19.383392,19.383392
4310,345.9627,283.29276,1408.4868,1118.4868,135.12338,135.12338
4320,496.4837,356.42383,566.88086,384.8809,15.568393,15.568393
4330,585.56274,506.57257,779.468,647.468,202.36807,202.36807
4340,271.72772,243.35768,788.7133,694.7133,124.75101,10.751003
4350,473.84384,372.44397,1106.3135,900.3135,186.85881,179.3212
4360,295.75208,281.32202,476.4331,313.80273,285.38754,273.6037
4370,301.2997,238.11975,854.3426,834.3426,156.03436,62.03437
4380,317.63055,301.2305,415.303,306.90045,235.43161,235.43161
4390,257.83167,190.80156,789.4184,695.4184,72.95615,1.5382507
4400,306.6329,306.1629,769.43164,727.532,241.22763,241.22763
4410,187.85912,128.96906,962.95917,702.95917,10.3427105,10.3427105
4420,96.964005,93.113976,1142.5586,828.5586,68.11632,68.11632
4430,402.56042,341.5508,926.249,720.249,111.53637,111.53637
4440,268.72638,268.72638,290.89664,290.89664,201.34056,201.34056
4450,250.87819,231.16806,891.07275,709.07275,58.336205,58.336205
4460,280.53964,277.68964,771.4868,404.02267,148.86856,148.86856
4470,116.97514,116.60515,287.487,287.487,33.754356,33.754356
4480,424.91577,278.06552,940.0773,704.0773,72.23339,52.23339
4490,333.08142,300.8214,697.43353,697.43353,175.69075,80.53917
4500,347.51782,314.33792,735.43164,715.43164,237.37997,199.43797
4510,592.3423,528.28217,1282.0,772.0,134.68652,0.0
4520,293.4447,266.66467,523.26404,420.8235,94.0,0.0
